date,transect,species,replicate,leaf_number,curling_mm,thickness_mm,mass_g,as.numeric(curling_mm),species_cleaned
2021-11-14,7,QUAG_757,3,2,7,0.18,NA,7,QUAG
2021-11-14,7,QUAG_757,3,3,4,0.3,NA,4,QUAG
2021-11-14,7,QUAG_757,3,4,7,0.27,NA,7,QUAG
2021-11-14,7,QUAG_757,3,5,5,0.25,NA,5,QUAG
2021-11-14,7,QUAG_NA,4,1,3,0.16,NA,3,QUAG
2021-11-14,7,QUAG_NA,4,2,8,0.12,NA,8,QUAG
2021-11-14,7,QUAG_NA,4,3,10,0.12,NA,10,QUAG
2021-11-14,7,QUAG_NA,4,4,16,0.14,NA,16,QUAG
2021-11-14,7,QUAG_NA,4,5,13,0.17,NA,13,QUAG
2021-11-14,7,SALE_1,1,1,3,0.39,NA,3,SALE
2021-11-14,7,SALE_1,1,2,6,0.4,NA,6,SALE
2021-11-14,7,SALE_1,1,3,7,0.41,NA,7,SALE
2021-11-14,7,SALE_1,1,4,6,0.42,NA,6,SALE
2021-11-14,7,SALE_1,1,5,3,0.5,NA,3,SALE
2021-11-14,7,SALE_2,2,1,4,0.47,NA,4,SALE
2021-11-14,7,SALE_2,2,2,3,0.49,NA,3,SALE
2021-11-14,7,SALE_2,2,3,3,0.36,NA,3,SALE
2021-11-14,7,SALE_2,2,4,2,0.47,NA,2,SALE
2021-11-14,7,SALE_2,2,5,3,0.29,NA,3,SALE
2021-11-14,7,SALE_3,3,1,4,0.45,NA,4,SALE
2021-11-14,7,SALE_3,3,2,1,0.43,NA,1,SALE
2021-11-14,7,SALE_3,3,3,2,0.46,NA,2,SALE
2021-11-14,7,SALE_3,3,4,2,0.43,NA,2,SALE
2021-11-14,7,SALE_3,3,5,3,0.45,NA,3,SALE
2021-11-14,7,SALE_4,4,1,3,0.49,NA,3,SALE
2021-11-14,7,SALE_4,4,2,3,0.51,NA,3,SALE
2021-11-14,7,SALE_4,4,3,4,0.38,NA,4,SALE
2021-11-14,7,SALE_4,4,4,3,0.42,NA,3,SALE
2021-11-14,7,SALE_4,4,5,5,0.39,NA,5,SALE
2021-11-14,7,SALE_5,5,1,2,0.46,NA,2,SALE
2021-11-14,7,SALE_5,5,2,2,0.4,NA,2,SALE
2021-11-14,7,SALE_5,5,3,2,0.44,NA,2,SALE
2021-11-14,7,SALE_5,5,4,3,0.36,NA,3,SALE
2021-11-14,7,SALE_5,5,5,2,0.41,NA,2,SALE
2021-11-14,7,ARCA_1,1,1,3,0.48,NA,3,ARCA
2021-11-14,7,ARCA_1,1,2,1,0.22,NA,1,ARCA
2021-11-14,7,ARCA_1,1,3,1,0.26,NA,1,ARCA
2021-11-14,7,ARCA_1,1,4,2,0.45,NA,2,ARCA
2021-11-14,7,ARCA_1,1,5,1,0.44,NA,1,ARCA
2021-11-14,7,ARCA_2,2,1,1,0.5,NA,1,ARCA
2021-11-14,7,ARCA_2,2,2,1,0.49,NA,1,ARCA
2021-11-14,7,ARCA_2,2,3,2,0.36,NA,2,ARCA
2021-11-14,7,ARCA_2,2,4,3,0.4,NA,3,ARCA
2021-11-14,7,ARCA_2,2,5,2,0.31,NA,2,ARCA
2021-11-14,7,ARCA_3,3,1,1,0.2,NA,1,ARCA
2021-11-14,7,ARCA_3,3,2,0.5,0.29,NA,0.5,ARCA
2021-11-14,7,ARCA_3,3,3,4,0.41,NA,4,ARCA
2021-11-14,7,ARCA_3,3,4,1,0.28,NA,1,ARCA
2021-11-14,7,ARCA_3,3,5,1,0.33,NA,1,ARCA
2021-11-14,7,ARCA_4,4,1,0.5,0.29,NA,0.5,ARCA
2021-11-14,7,ARCA_4,4,2,2,0.34,NA,2,ARCA
2021-11-14,7,ARCA_4,4,3,1,0.37,NA,1,ARCA
2021-11-14,7,ARCA_4,4,4,2,0.38,NA,2,ARCA
2021-11-14,7,ARCA_4,4,5,1,0.4,NA,1,ARCA
2021-11-14,7,ARCA_5,5,1,1,0.25,NA,1,ARCA
2021-11-14,7,ARCA_5,5,2,0.5,0.23,NA,0.5,ARCA
2021-11-14,7,ARCA_5,5,3,1,0.2,NA,1,ARCA
2021-11-14,7,ARCA_5,5,4,4,0.28,NA,4,ARCA
2021-11-14,7,ARCA_5,5,5,1,0.2,NA,1,ARCA
2021-11-15,2,HEAR_NA,1,1,8,0.36,NA,8,HEAR
2021-11-15,2,HEAR_NA,1,2,6,0.38,NA,6,HEAR
2021-11-15,2,HEAR_NA,1,3,6,0.38,NA,6,HEAR
2021-11-15,2,HEAR_NA,1,4,6,0.41,NA,6,HEAR
2021-11-15,2,HEAR_NA,1,5,5,0.5,NA,5,HEAR
2021-11-15,2,HEAR_721,2,1,4,0.41,NA,4,HEAR
2021-11-15,2,HEAR_721,2,2,12,0.56,NA,12,HEAR
2021-11-15,2,HEAR_721,2,3,6,0.44,NA,6,HEAR
2021-11-15,2,HEAR_721,2,4,5,0.5,NA,5,HEAR
2021-11-15,2,HEAR_721,2,5,5,0.45,NA,5,HEAR
2021-11-15,2,HEAR_722,3,1,6,0.42,NA,6,HEAR
2021-11-15,2,HEAR_722,3,2,10,0.41,NA,10,HEAR
2021-11-15,2,HEAR_722,3,3,3,0.46,NA,3,HEAR
2021-11-15,2,HEAR_722,3,4,3,0.43,NA,3,HEAR
2021-11-15,2,HEAR_722,3,5,21,0.44,NA,21,HEAR
2021-11-15,2,QUDO_702,1,1,4,0.27,NA,4,QUDO
2021-11-15,2,QUDO_702,1,2,7,0.27,NA,7,QUDO
2021-11-15,2,QUDO_702,1,3,7,0.26,NA,7,QUDO
2021-11-15,2,QUDO_702,1,4,7,0.27,NA,7,QUDO
2021-11-15,2,QUDO_702,1,5,20,0.25,NA,20,QUDO
2021-11-15,2,QUAG_724,1,1,9,0.33,NA,9,QUAG
2021-11-15,2,QUAG_724,1,2,4,0.25,NA,4,QUAG
2021-11-15,2,QUAG_724,1,3,5,0.31,NA,5,QUAG
2021-11-15,2,QUAG_724,1,4,9,0.3,NA,9,QUAG
2021-11-15,2,QUAG_724,1,5,8,0.25,NA,8,QUAG
2021-11-15,2,QUAG_NA1,2,1,7,0.26,NA,7,QUAG
2021-11-15,2,QUAG_NA1,2,2,7,0.25,NA,7,QUAG
2021-11-15,2,QUAG_NA1,2,3,16,0.29,NA,16,QUAG
2021-11-15,2,QUAG_NA1,2,4,8,0.28,NA,8,QUAG
2021-11-15,2,QUAG_NA1,2,5,7,0.29,NA,7,QUAG
2021-11-15,2,QUAG_723,3,1,6,0.27,NA,6,QUAG
2021-11-15,2,QUAG_723,3,2,4,0.23,NA,4,QUAG
2021-11-15,2,QUAG_723,3,3,4,0.25,NA,4,QUAG
2021-11-15,2,QUAG_723,3,4,3,0.26,NA,3,QUAG
2021-11-15,2,QUAG_723,3,5,5,0.31,NA,5,QUAG
2021-11-15,2,QUAG_NA2,4,1,11,0.28,NA,11,QUAG
2021-11-15,2,QUAG_NA2,4,2,5,0.27,NA,5,QUAG
2021-11-15,2,QUAG_NA2,4,3,5,0.3,NA,5,QUAG
2021-11-15,2,QUAG_NA2,4,4,8,0.26,NA,8,QUAG
2021-11-15,2,QUAG_NA2,4,5,8,0.25,NA,8,QUAG
2021-11-15,2,ARCA_1,1,1,1,0.36,NA,1,ARCA
2021-11-15,2,ARCA_1,1,2,0,0.37,NA,0,ARCA
2021-11-15,2,ARCA_1,1,3,4,0.43,NA,4,ARCA
2021-11-15,2,ARCA_1,1,4,1,0.37,NA,1,ARCA
2021-11-15,2,ARCA_1,1,5,0,0.37,NA,0,ARCA
2021-11-15,2,ARCA_2,2,1,1,0.39,NA,1,ARCA
2021-11-15,2,ARCA_2,2,2,2,0.37,NA,2,ARCA
2021-11-15,2,ARCA_2,2,3,3,0.37,NA,3,ARCA
2021-11-15,2,ARCA_2,2,4,1,0.35,NA,1,ARCA
2021-11-15,2,ARCA_2,2,5,1,0.36,NA,1,ARCA
2021-11-15,2,ARCA_3,3,1,1,0.33,NA,1,ARCA
2021-11-15,2,ARCA_3,3,2,0,0.39,NA,0,ARCA
2021-11-15,2,ARCA_3,3,3,1,0.38,NA,1,ARCA
2021-11-15,2,ARCA_3,3,4,3,0.44,NA,3,ARCA
2021-11-15,2,ARCA_3,3,5,6,0.43,NA,6,ARCA
2021-11-15,2,ARCA_4,4,1,0,0.39,NA,0,ARCA
2021-11-15,2,ARCA_4,4,2,0,0.35,NA,0,ARCA
2021-11-15,2,ARCA_4,4,3,0,0.39,NA,0,ARCA
2021-11-15,2,ARCA_4,4,4,0,0.38,NA,0,ARCA
2021-11-15,2,ARCA_4,4,5,1,0.34,NA,1,ARCA
2021-11-15,2,ARCA_5,5,1,1,0.28,NA,1,ARCA
2021-11-15,2,ARCA_5,5,2,3,0.31,NA,3,ARCA
2021-11-15,2,ARCA_5,5,3,2,0.31,NA,2,ARCA
2021-11-15,2,ARCA_5,5,4,0,0.29,NA,0,ARCA
2021-11-15,2,ARCA_5,5,5,0,0.28,NA,0,ARCA
